"Identifiant station","Nom de la Station","Nom de la ligne","Niveau de pollution aux particules","Niveau de pollution","Incertitude","Recommandation de surveillance","Action(s) QAI en cours","Lien vers les mesures en direct","Durée des mesures","stop_lon","stop_lat","point_geo","pollution_air","niveau","actions","niveau_pollution"
"IDFM:490762","Serge Gainsbourg","Métro 11","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.42716216858952,48.8812530344017,"48.88125303440166, 2.4271621685895237","pas de données","Pas de données",NA,"pas de données"
"IDFM:463314","Sèvres-Lecourbe","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.30952961043039,48.8456476826507,"48.84564768265073, 2.309529610430393","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463311","Solférino","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32307596425154,48.8585319497285,"48.85853194972854, 2.3230759642515415","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463008","Stalingrad","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36889854905767,48.8843730305613,"48.88437303056126, 2.3688985490576733","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21920","Strasbourg - Saint-Denis","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.35373158267318,48.8693496791719,"48.869349679171926, 2.3537315826731833","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22134","Strasbourg - Saint-Denis","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35449161656383,48.8696235826376,"48.86962358263758, 2.354491616563834","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:490833","Thiais - Orly (Pont de Rungis)","Métro 14","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.37238475112149,48.7468353693869,"48.746835369386844, 2.3723847511214924","pas de données","Pas de données",NA,"pas de données"
"IDFM:463317","Trinité - d'Estienne d'Orves","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33304917241824,48.8763365073074,"48.87633650730735, 2.333049172418236","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463321","Vaugirard","Métro 12","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3009778221261,48.8395362837654,"48.83953628376544, 2.300977822126098","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463325","Voltaire","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.3800316941488,48.857662434386,"48.85766243438601, 2.3800316941488044","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:483900","Aimé Césaire","Métro 12","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37813084516706,48.9084375806695,"48.90843758066954, 2.37813084516706","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22122","Alexandre Dumas","Métro 2","pollution moyenne","MOYENNE","Évaluation : campagne de mesure ponctuelle","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,"campagne de mesure ponctuelle",2.39459141867213,48.8561990973411,"48.856199097341126, 2.3945914186721278","pollution moyenne - incertitude faible","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463121","Argentine","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.28943541854221,48.8756673765997,"48.87566737659971, 2.289435418542214","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:21997","Arts et Métiers","Métro 11","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35650814364355,48.8652996126449,"48.86529961264491, 2.3565081436435467","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463031","Aubervilliers-Pantin Quatre Chemins","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.39222057122922,48.9037570603656,"48.90375706036556, 2.3922205712292195","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463124","Avenue Emile Zola","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29501899714355,48.8470380137052,"48.84703801370517, 2.2950189971435506","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463019","Bastille","Métro 1","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36869279609979,48.8519642201121,"48.85196422011205, 2.368692796099789","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22010","Bastille","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.36892207564699,48.8532874783043,"48.85328747830434, 2.368922075646989","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463110","Belleville","Métro 11","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Actions d'amélioration de la qualité de l'air en cours",NA,NA,2.37668460771854,48.8719895556802,"48.87198955568015, 2.376684607718542","pollution moyenne - incertitude forte","Pollution moyenne","Actions d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463130","Bérault","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.42922788316603,48.8454916962671,"48.845491696267075, 2.4292278831660283","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22178","Bercy","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37946307018526,48.8401760281219,"48.840176028121896, 2.379463070185257","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22014","Bobigny-Pantin - Raymond Queneau","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.42630867923204,48.8956020743325,"48.89560207433252, 2.426308679232036","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463132","Bolivar","Métro 7B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37415214069875,48.8807898055319,"48.880789805531926, 2.374152140698752","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463133","Bonne Nouvelle","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.34842866786702,48.8704900720307,"48.87049007203075, 2.348428667867017","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463136","Boulogne Pont de Saint-Cloud","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.22831258982281,48.8406724820625,"48.84067248206251, 2.2283125898228056","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22093","Champs-Elysées - Clemenceau","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31401668387612,48.8675008375908,"48.86750083759083, 2.31401668387612","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22210","Charenton - Ecoles","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.41384723706853,48.8212559020495,"48.82125590204953, 2.413847237068526","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463013","Charles de Gaulle - Etoile","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29511721382303,48.8739292644553,"48.87392926445533, 2.2951172138230334","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463043","Charles de Gaulle - Etoile","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.29592750740928,48.8749457931341,"48.87494579313413, 2.295927507409278","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22092","Châtelet","Métro 4","pollution moyenne","MOYENNE","Évaluation : mesures permanentes","non",NA,"https://air-interieur.ratp.fr/","mesures permanentes",2.34664143084401,48.8596612115591,"48.859661211559086, 2.3466414308440138","pollution moyenne - incertitude faible","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21966","Châtelet","Métro 11","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34783740556879,48.857761113545,"48.85776111354502, 2.3478374055687867","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463147","Chevaleret","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.36809512377267,48.8349451678882,"48.83494516788824, 2.3680951237726693","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:490851","Chevilly-Larue (Marché International)","Métro 14","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.36737460418592,48.7584835614696,"48.75848356146962, 2.367374604185919","pas de données","Pas de données",NA,"pas de données"
"IDFM:463150","Concorde","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32296144579826,48.8665579929497,"48.866557992949716, 2.3229614457982586","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22126","Couronnes","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.3805336747351,48.8693205191446,"48.86932051914457, 2.3805336747351005","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463166","Créteil - L'Echat","Métro 8","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.44942404701337,48.7966110809606,"48.79661108096057, 2.449424047013373","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463167","Créteil - Université","Métro 8","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.45056974553426,48.7899428543258,"48.78994285432577, 2.4505697455342568","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:21943","Croix de Chavaux","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.43585461267458,48.857992585158,"48.857992585158016, 2.4358546126745826","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22151","Denfert-Rochereau","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33212816043761,48.83392232306,"48.83392232305997, 2.3321281604376116","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:21970","Duroc","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3162247549746,48.8467563780878,"48.84675637808778, 2.3162247549746047","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463083","Duroc","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.3165350811763,48.8469919855543,"48.84699198555429, 2.316535081176305","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21971","Eglise d'Auteuil","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.26911138902189,48.8471433614572,"48.84714336145718, 2.2691113890218917","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462956","Exelmans","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.25967486021195,48.8426244652599,"48.842624465259945, 2.25967486021195","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22189","Félix Faure","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29184722036797,48.8426843347966,"48.84268433479664, 2.2918472203679703","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463046","Gare de Lyon","Métro 14","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37310058193396,48.8446756317482,"48.84467563174822, 2.373100581933962","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22149","Gare du Nord","Métro 4","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3567688845721,48.8795105531306,"48.879510553130615, 2.356768884572096","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463182","Gare du Nord","Métro 5","pollution moyenne","MOYENNE","Évaluation : campagne de mesure ponctuelle","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,"campagne de mesure ponctuelle",2.35734288492485,48.8796800122366,"48.87968001223662, 2.357342884924845","pollution moyenne - incertitude faible","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22011","Jacques Bonsergent","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.36113158924835,48.8706664680347,"48.870666468034706, 2.3611315892483544","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463077","Jussieu","Métro 10","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35494418437576,48.8462878950311,"48.8462878950311, 2.354944184375758","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22170","Kléber","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29314613724863,48.871489412935,"48.87148941293503, 2.293146137248626","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22183","La Motte-Picquet - Grenelle","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29874544438858,48.8495061817466,"48.84950618174656, 2.298745444388579","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:462999","Laumière","Métro 5","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.3793117790181,48.8852008868903,"48.88520088689033, 2.3793117790180993","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:483904","Mairie d'Aubervilliers","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38078269931633,48.9137392258081,"48.913739225808136, 2.3807826993163266","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:26602","Mairie de Montrouge","Métro 4","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.31952383575474,48.8184719000737,"48.818471900073675, 2.319523835754741","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:490841","Maison Blanche","Métro 14","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.35891825985904,48.8212078686208,"48.82120786862075, 2.3589182598590392","pas de données","Pas de données",NA,"pas de données"
"IDFM:22235","Malakoff - Plateau de Vanves","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.2982953817025,48.8222075680404,"48.82220756804045, 2.298295381702497","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463068","Malesherbes","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.30948784696001,48.8828400225778,"48.88284002257779, 2.309487846960011","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21975","Maubert - Mutualité","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34821934392767,48.8501096945149,"48.85010969451494, 2.348219343927666","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463226","Michel Bizot","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.402366739988,48.8370774310358,"48.83707743103578, 2.402366739988004","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:21919","Nation","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.39594372104981,48.8488852184172,"48.84888521841715, 2.3959437210498136","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22169","Nationale","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.36285795808762,48.833181604067,"48.83318160406702, 2.362857958087621","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:22145","Odéon","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3394860203179,48.8521033403809,"48.85210334038093, 2.339486020317896","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463246","Opéra","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33112897430156,48.8715098327842,"48.87150983278418, 2.331128974301561","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22166","Pasteur","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31279265144127,48.8424827182859,"48.842482718285865, 2.312792651441268","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21948","Pelleport","Métro 3B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.40160636134298,48.8684204679995,"48.86842046799948, 2.40160636134298","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463230","Philippe Auguste","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.39049759674529,48.8580894281358,"48.858089428135756, 2.390497596745289","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:21951","Place des Fêtes","Métro 11","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.3931393703605,48.8767236619733,"48.87672366197325, 2.393139370360497","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:24682","Place des Fêtes","Métro 7B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.39295961650731,48.8769385900426,"48.87693859004261, 2.392959616507311","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
